Sample,SiO2,Al2O3,Fe2O3,MgO,CaO,Na2O,K2O,TiO2,P2O5,MnO,longitude,latitude,block,samplecomp,Sc,V,Cr,Mn,Co,Ni,Cu,Zn,Rb,Sr,Y,Zr,Nb,Mo,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Hf,Ta,W,Th,U
B357,59,17.4,6.96,3.23,6.77,2.96,1.4,0.73,0.15,0.11,-117.0783,33.8247,PerrisBlock,b-357,19.87,143.9,21.44,0.13,19.65,4.72,13.64,58.31,49.1,283.57,19.21,68.82,4.08,1.43,1.97,533.86,10.49,22.78,3.2,13.98,3.56,0.97,3.28,0.6,3.81,0.8,2.34,0.36,2.33,2.15,0.34,0.35,2.47,0.89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B358,61.6,16.5,6.32,2.69,5.78,3.44,1.51,0.69,0.14,0.1,-117.0438,33.7961,PerrisBlock,b-358,19.77,122.53,29.49,0.15,17.55,6.09,13.27,87.02,53,265.38,23.24,189.04,4.95,1.25,1.5,705.04,13.41,30.81,4.2,17.91,4.52,1.03,4.1,0.67,4.32,1.01,2.56,0.38,2.29,5.24,0.42,0.27,1.96,0.98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B359,59.5,17.2,6.94,3.03,6.55,2.93,1.56,0.74,0.14,0.11,-117.0753,33.7674,PerrisBlock,b-359,20.96,146.02,15.17,0.14,19.43,4.95,13.62,74.64,56.5,270.76,18.72,97.05,4.12,1.64,1.88,543.72,10.02,21.92,3.18,13.05,3.28,0.87,3.43,0.69,3.33,0.73,2.29,0.37,2.2,2.87,0.37,0.27,3.16,0.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B360,67.9,15.2,4.52,1.15,3.62,4.03,1.79,0.48,0.17,0.1,-117.1167,33.7359,PerrisBlock,b-360,7.2,62.55,8.65,0.12,8.53,3.2,3.74,45.06,48.1,241.78,24.19,139.01,7.91,3.42,1.99,728.69,15.53,42.68,5.45,23.33,5.93,1.71,5.21,1.36,5.84,1.64,4.3,0.94,3.44,4.95,0.95,0.71,6.09,2.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B361,69.1,14.7,3.81,1.15,3.32,3.76,2.15,0.41,0.12,0.07,-117.1077,33.6804,PerrisBlock,b-361,10.26,54.08,8.33,0.08,8.65,2.7,3.53,43.51,56,213.18,19.45,145.08,6.61,2.19,2.19,655.75,16.92,41.84,5,21.71,4.71,1.06,4.09,0.87,4.28,1.01,3.39,0.48,3.27,4.22,0.68,0.21,8.31,1.61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B362,46.9,18.4,11.1,7.27,10.9,2.04,0.26,1.04,0.14,0.18,-117.1813,33.6254,PerrisBlock,b-362,37.22,303.12,189.23,0.24,52.07,24.21,25.88,75.44,6,318.58,24.4,49.76,3.22,1.15,0.33,122.37,5.77,14.93,2.34,12.92,3.81,1.21,4.39,0.69,4.64,0.91,2.97,0.45,2.8,1.72,0.23,0.09,0.73,0.16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B363,48.7,17.1,12,5.65,9.07,2.93,0.58,1.32,0.2,0.2,-117.2141,33.5987,PerrisBlock,b-363,37.51,306.93,81.85,0.24,42.8,10.98,25.2,84.07,17,345.32,22.19,69.66,3.74,1.03,1.17,184.41,7.59,18.01,2.73,13.75,3.82,1.29,4.4,0.7,4.62,0.96,3.04,0.38,2.7,2.2,0.28,0.29,1.39,0.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B364,73.6,13.4,2.32,0.46,2.04,3.76,2.57,0.24,0.1,0.05,-117.1425,33.5963,PerrisBlock,b-364,3.2,25.04,8.43,0.06,3.56,407.2,5.05,39.1,76.9,136.17,19.21,117.24,6.36,2.45,2.85,786.95,19.1,44.97,5.01,19.47,4.88,0.91,4.29,0.82,4.31,1.08,2.63,0.65,3.3,3.78,0.71,0.31,9.51,1.98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B365,48.1,20.2,7.68,6.38,13,1.68,0.26,0.57,0.07,0.13,-117.1061,33.6249,PerrisBlock,b-365,29.71,177.29,252.55,0.15,38.87,16.42,17.77,55.19,8.7,305.81,11.5,42.31,1.49,2.21,0.42,110.33,3.67,8.69,1.33,7.02,2.26,0.67,2.22,0.38,2.55,0.6,1.52,0.29,1.57,1.36,0.14,0.28,0.98,0.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B366,69.3,14.8,3.98,1.04,3.41,4.04,1.75,0.41,0.13,0.09,-117.076,33.6532,PerrisBlock,b-366,9.89,48.34,6.08,0.1,7.32,5.6,4.14,36.46,43.2,228.84,21.64,150.99,6.71,3.09,1.59,489.8,13.08,29.83,3.73,16.66,4.34,1.1,4.16,0.66,4.12,0.81,2.86,0.41,3.4,4.37,0.75,0.11,5.58,1.51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B367,76.7,12.3,1.29,0.1,0.69,3.56,3.92,0.07,0.06,0.02,-117.0717,33.597,PerrisBlock,b-367,15.51,2.45,4.24,0.03,1.2,2.43,6.93,34.18,132,63.39,46.15,116.7,11.08,4.69,2.34,1135.55,5.23,16.69,2.18,10.66,3.61,0.66,4.71,1.08,7.92,1.81,5.27,0.96,5.99,5.17,1.29,0.14,12.48,3.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B369,75.1,12.7,1.93,0.31,1.2,3.4,3.69,0.19,0.1,0.05,-117.0021,33.5945,PerrisBlock,b-369,6.47,12.86,6.43,0.07,2.39,3.24,3.37,47.22,104,92.95,24.79,76.84,6.85,2.78,1.74,911.61,24.98,49.23,6.14,23.84,5.26,0.77,4.91,0.79,4.35,1,2.84,0.44,2.25,2.34,0.57,0.13,11.02,1.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B370,63.4,15.4,5.97,2.42,4.95,2.92,2.37,0.88,0.16,0.09,-116.9734,33.621,PerrisBlock,b-370,18.46,120.79,29.69,0.11,17.82,10.23,16.02,97.93,98,266.76,19.16,225.49,7.36,2.77,3.39,886.69,17.63,35.37,5.05,20.12,5.23,1.21,4.36,0.7,3.8,0.72,2.21,0.27,1.88,5.85,0.48,0.39,5.62,0.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B371,63.6,17.4,4.46,1.63,5.37,3.96,1.26,0.78,0.2,0.06,-116.9365,33.6512,PerrisBlock,b-371,6.35,60,7.08,0.07,8.12,2.64,2.45,83.17,33.9,525.86,8.58,116.39,5.41,1.73,1.22,659.79,10.98,23.42,2.97,14.51,3.47,1.16,2.79,0.31,1.94,0.4,0.94,0.15,1.41,3.1,0.36,0.18,3.6,0.56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B372,63.7,16.5,4.83,1.62,4.88,3.62,2.11,0.91,0.24,0.07,-116.94,33.7075,PerrisBlock,b-372,8.39,57.16,7.89,0.08,9.82,2.73,1.74,97.06,68.8,519.23,17.65,143.93,11.48,2.78,1.83,925.04,23.81,51.83,7.36,30.9,7.39,1.57,5.47,0.77,4.33,0.79,2.1,0.33,1.84,3.88,0.91,0.19,6.26,1.62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B373,63.4,17.5,4.41,1.45,5.11,4,1.45,0.77,0.2,0.06,-116.8971,33.6822,PerrisBlock,b-373,9.58,55.72,9.06,0.07,8.26,2.31,4.86,77.3,38.1,564.8,8.6,151.85,7.2,2.59,1.44,1021.54,23.08,51.42,6.39,25.3,5.11,1.81,3.38,0.79,2.69,0.97,1.27,0.47,1.09,4.97,0.52,0.46,6.54,1.35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-374,62,16.2,5.96,3.12,5.42,2.83,2.32,0.79,0.14,0.09,-116.84,33.6258,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B375,63.1,17.5,4.71,1.65,5.44,3.96,1.4,0.78,0.21,0.06,-116.9077,33.6205,PerrisBlock,b-375,7.75,56.42,7.81,0.08,8.32,2.44,3.2,81.89,40.8,500.47,10.12,128.69,6.03,1.67,2.27,721.04,10.35,22.13,3.2,15.37,4.29,1.41,3.36,0.49,2.65,0.43,1.1,0.16,0.79,3.73,0.42,0.18,2.58,1.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B376,62,16.4,6.1,2.38,5.18,3.19,2.01,0.76,0.16,0.09,-116.9373,33.5965,PerrisBlock,b-376,18.58,117.56,38.56,0.11,15.72,5.24,10.88,76.65,83.4,283.87,19.27,138.73,6.94,2.99,4.89,766.86,24.95,52.82,6.87,26.54,6.54,1.28,5.33,0.68,4.9,0.86,2.79,0.38,2.49,3.8,0.53,0.54,12.29,1.45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B377,63.6,17.2,5.06,1.78,5.6,3.64,0.86,0.61,0.21,0.09,-116.9786,33.5615,PerrisBlock,b-377,5.23,43.67,5.88,0.09,7.05,20.69,3.22,75.73,20,459.02,8.69,111.08,4.79,2.11,0.86,465.7,8.73,17.67,2.47,11.88,2.84,1.18,2.56,0.29,1.99,0.34,1.02,0.18,1.19,3.39,0.4,0.11,1.33,0.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-378,66.5,16.5,4.21,1.38,4.76,3.56,1.25,0.5,0.17,0.07,-117.002,33.5371,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B379,46.2,20.5,6.55,9.96,13.4,1.27,0.11,0.31,0.06,0.11,-116.9754,33.513,PerrisBlock,b-379,23.59,76.54,472.97,0.12,45.78,78.09,12.1,43.24,3.5,326.91,6.31,17.41,0.59,0.82,0.17,55.67,2.23,4.86,0.97,4.13,1.25,0.75,1.33,0.21,1.5,0.37,0.83,0.15,0.8,0.63,0.01,0.08,0.17,0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B380,64.2,17.1,4.79,1.77,5.3,3.61,1.24,0.6,0.19,0.08,-116.9396,33.5398,PerrisBlock,b-380,7.57,60.38,10.84,0.09,8.47,1.51,2.88,77.25,34.9,417.35,7.85,77.63,5.27,1.32,1.64,571.05,16.65,33.3,4.12,16.54,3.59,1.2,2.5,0.29,1.94,0.4,0.98,0.15,0.87,2.2,0.58,0.11,6.15,0.78
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B381,61.8,18,4.92,1.94,5.94,3.95,1.14,0.86,0.24,0.07,-116.9039,33.5669,PerrisBlock,b-381,8.95,75.26,10.15,0.08,10.97,2.26,2.67,76.89,32.7,564.95,10.01,82.13,5.34,1.68,1.43,625.02,10.58,24.86,3.83,17.34,4.45,1.34,3.72,0.48,2.67,0.56,1.25,0.17,1,2.57,0.51,0.23,2.49,0.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B382,62,17.9,5.05,1.78,5.49,3.93,1.41,0.86,0.23,0.07,-116.8757,33.594,PerrisBlock,b-382,7.78,62.69,7.35,0.08,8.86,3.16,4.79,89.45,42.8,485.65,9.51,97.29,5.6,1.97,1.72,740.66,14.31,31.03,4.31,17.86,3.95,1.26,3.21,0.46,2.17,0.4,1.06,0.16,0.94,2.85,0.47,0.15,5.1,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-383,62.8,17.9,4.64,1.81,5.64,3.98,1.28,0.89,0.21,0.06,-116.835,33.5696,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B384,64.4,17.2,4.19,1.34,4.86,4.01,1.54,0.67,0.21,0.06,-116.8719,33.5376,PerrisBlock,b-384,1.7,44.24,6.55,0.07,5.87,1.72,9.51,84.09,45,481.24,8.72,125.7,6.04,2.28,1.61,673.14,19.05,37.42,4.72,18.7,3.73,1.16,3.03,0.28,2.08,0.43,0.97,0.13,0.84,3.64,0.39,0.13,6.16,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B385,62.3,17.4,5.02,2.01,5.65,3.8,1.31,0.88,0.22,0.06,-116.9088,33.5092,PerrisBlock,b-385,8.37,69.2,10.66,0.08,10.22,2.97,2.49,83.42,39.1,480.83,10.34,79.91,6.14,1.85,1.4,667.61,12.3,29.2,4.23,18.18,4.44,1.19,3.53,0.45,2.63,0.43,1.36,0.21,0.81,2.56,0.33,0.21,3.25,0.68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B386,51.2,17.6,7.64,7.21,10.8,2.35,0.45,0.74,0.15,0.13,-117.0048,33.4295,PerrisBlock,b-386,33.17,166.56,378.25,0.15,38.09,46.39,23.58,50.51,12.6,314.47,15.61,64.58,2.66,0.94,0.78,152.98,6.43,15.67,2.21,10.51,3.23,1.2,3.2,0.54,3.23,0.78,2.24,0.3,2.14,2.02,0.25,0.25,1.46,0.46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B387,74.1,13,2.14,0.31,1.31,3.34,3.93,0.21,0.06,0.04,-116.9758,33.3996,PerrisBlock,b-387,3.43,15.61,5.15,0.06,3.14,2.23,2.57,36.37,105,110.43,22.86,120.86,4.93,2.36,2.48,1016.73,18.55,38.55,4.26,14.99,3.97,0.83,3.18,0.64,4.51,1.01,3.07,0.6,3.78,3.99,0.76,0.25,14.81,2.35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B388,74.8,13,1.85,0.24,1.08,3.76,3.54,0.15,0.06,0.04,-116.9383,33.3701,PerrisBlock,b-388,8.31,13.67,4.82,0.07,1.74,1.06,2.83,21.17,107,100.68,25.93,97.52,5.76,3.11,4.89,932.45,20.22,45.43,6.63,17.7,3.79,0.57,3.69,1.01,3.8,0.93,2.9,0.79,2.79,2.93,0.91,0.66,11.44,2.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B389,73.8,13.3,2.17,0.35,1.25,4,3.36,0.21,0.08,0.05,-116.9083,33.397,PerrisBlock,b-389,8,10.58,4.95,0.07,2.91,1.95,2.77,29.09,107,114.07,33.67,148.8,6.95,1.64,1.93,800.06,29.47,59.4,7.01,26.6,5.21,0.86,4.76,0.94,5.82,1.33,3.79,0.52,3.5,4.05,0.61,0.15,10.02,2.19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B390,68.3,16.6,2.84,0.78,4.02,4.26,1.5,0.4,0.2,0.03,-116.8346,33.4552,PerrisBlock,b-390,4.89,28.69,4.93,0.05,3.99,1.58,1.4,37.84,42.3,528.31,4.23,163.33,4.75,1.15,1.63,787.19,21.76,44.98,4.72,16.14,2.25,1.37,1.39,0.39,1.1,0.24,0.57,0.16,0.49,4.06,0.38,0.22,10.85,0.88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B391,70.1,15.5,2.42,0.65,3.37,4.09,1.89,0.34,0.12,0.04,-116.839,33.5126,PerrisBlock,b-391,4.84,22.66,5.13,0.07,3.15,1.59,2.5,40.25,45.7,446.35,3.7,112.21,4.43,2.55,2.97,1103.97,21.48,42.53,4.15,16.27,1.91,0.88,1.23,0.13,0.82,0.16,0.34,0.07,0.38,3.82,0.27,0.3,11.63,1.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B392,66.1,16.6,3.86,1.33,4.25,3.74,2.03,0.65,0.18,0.05,-116.7938,33.5463,PerrisBlock,b-392,8.44,48.69,14.5,0.08,7.42,2.45,7.65,58.8,77.7,482.58,14.1,168.2,7.93,2.28,4.41,950.27,20.54,45.66,5.32,18.82,4.07,1.07,2.52,0.4,2.32,0.46,1.46,0.15,1.27,3.72,0.88,0.29,7.29,2.37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B393,46.8,17.4,6.01,10.4,15.5,0.93,0.21,0.43,0.06,0.11,-116.734,33.5972,PerrisBlock,b-393,47.5,144.55,463.54,0.14,36.33,47.77,36.55,29.66,5.5,254.73,7.81,17.18,0.68,0.69,0.92,81.39,2.14,4.49,0.68,3.64,1.18,0.4,1.46,0.24,1.58,0.39,0.94,0.12,0.83,0.63,0.12,0.34,0.49,0.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B394,65,16.7,4.31,1.47,4.53,3.57,1.91,0.72,0.21,0.05,-116.7017,33.5592,PerrisBlock,b-394,7.06,52.78,22.93,0.08,7.63,3.86,11.36,59.14,68.5,448.77,10.01,184.13,7.31,1.87,2.04,1017.45,15.79,33.34,4,17,3.74,1.21,3.04,0.33,2.68,0.41,1.17,0.22,0.77,4.91,0.44,0.33,4.7,1.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B395,63.5,17.1,4.35,1.71,5.33,3.72,1.7,0.89,0.22,0.06,-116.7372,33.5397,PerrisBlock,b-395,7.14,58.29,14.38,0.08,6.81,2.69,9.78,67.05,53.3,523.6,10.43,125.9,6.73,1.14,2.24,847.26,20.86,41.32,5.29,20.78,3.98,1.18,3.41,0.48,2.35,0.39,1.07,0.13,0.96,3.52,0.55,0.17,7.18,1.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B396,70.8,14.8,2.4,0.64,2.92,3.28,3.21,0.34,0.11,0.03,-116.8032,33.4811,PerrisBlock,b-396,3.59,17.98,6.97,0.05,3.26,2.84,2.61,46.95,75.4,406.33,4.85,130.95,4.72,2.07,2.77,2577.41,22.18,47.97,5.12,19.43,3.53,1.16,2.22,0.12,1.33,0.29,0.48,0.09,0.51,4.61,0.35,0.1,16.13,1.48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B397,67.3,16,3.49,1.04,3.83,3.6,2.5,0.57,0.18,0.05,-116.6371,33.5443,PerrisBlock,b-397,7.67,36.55,16.16,0.06,6.1,3.38,12.12,69.38,92.8,410.28,10.34,171.67,6.71,1.5,3.24,1008.18,24.16,51.83,6.01,21.59,4.68,1.21,3.91,0.53,2.41,0.47,1.06,0.22,0.74,4.04,0.82,0.24,13.9,1.72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B398,63.5,16.8,4.89,1.82,5.01,3.66,1.88,0.89,0.21,0.06,-116.7021,33.511,PerrisBlock,b-398,7.89,64.43,17.73,0.09,8.65,2.41,12.9,83.37,64.7,481.4,8.11,150.17,6.12,1.58,2.66,816.46,29.52,57.08,6.58,21.85,4.06,1.17,3.06,0.36,1.75,0.34,0.93,0.1,0.7,4.07,0.23,0.34,10.43,1.16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B399,66.9,16.1,3.75,1.23,4.02,3.59,2.2,0.63,0.17,0.05,-116.7662,33.4549,PerrisBlock,b-399,7.66,39.07,10.57,0.08,6.5,3.64,5.61,79.31,81.6,402.01,11.59,171.88,6.67,1.36,4.62,846.37,29.12,56.12,6.77,24.01,4.22,1.01,3.05,0.4,2.3,0.47,1.41,0.2,1.28,4.23,0.74,0.25,11.85,2.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B400,67.9,16.5,3.12,0.93,4.09,4.18,1.48,0.46,0.15,0.04,-116.8025,33.426,PerrisBlock,b-400,4.48,31.51,6.46,0.06,5.66,1.01,2.7,48.23,44.2,533.71,4.77,176.64,6.85,3.6,3.16,921.91,22.64,49.38,7.33,22.25,4.95,3.73,4.17,2.39,3.16,2.34,2.79,2.31,2.45,7.26,2.49,1.53,11.5,3.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B401,58.5,17.6,7.31,3.09,6.51,3.22,1.6,0.83,0.16,0.13,-116.8045,33.372,PerrisBlock,b-401,21.41,174.84,21.53,0.16,19.3,3.49,9.63,77.12,57.7,307.43,24.38,97.79,6.08,2.67,4.52,448.17,10.73,28.45,4.23,18.29,5.17,1.51,5.36,1.02,5.62,1.08,2.97,0.49,3.62,2.91,1,0.5,7.2,2.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B402,67.2,14.6,4.71,1.89,2.78,2.56,3.38,0.96,0.17,0.07,-116.8706,33.3697,PerrisBlock,b-402,17.83,101.99,67.91,0.08,8.05,7.73,9.54,96.43,123,149.83,30.02,209.04,14.56,4.63,4.69,1186.75,31.93,69.63,8.66,34.14,8.53,1.42,6.95,1.27,6.56,1.35,4.1,0.53,3.32,5.82,1,0.67,15.24,2.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-403,59.3,16.6,7.93,2.82,6.35,3.5,1.42,0.97,0.21,0.15,-116.9059,33.3399,PerrisBlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B404,61.1,16.8,6.42,2.67,5.52,3.24,1.98,0.78,0.18,0.1,-116.8704,33.3163,PerrisBlock,b-404,15.04,120.3,30.33,0.11,15.64,5.36,13.66,60.38,72.8,269.92,21.91,220.38,7.03,3.14,2.41,808.35,18.13,40.35,5.31,23.25,5.89,1.32,5.19,0.89,5.32,1.1,3.18,0.41,2.93,6.93,0.51,0.27,5.28,1.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B405,61.5,16.9,5.75,2.65,5.51,3.17,2.05,0.81,0.19,0.09,-116.7355,33.445,PerrisBlock,b-405,16.52,101.03,38.41,0.1,13.77,5.33,7.64,79.49,89.4,340.24,14.33,88.05,6.26,2.48,5.55,663.8,20.09,41.28,5.22,20.31,5.16,1.22,4.01,0.51,3.58,0.65,2.15,0.26,1.78,2.96,0.61,0.45,8.51,2.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B406,68.9,13.9,3.56,1.88,2.51,2.09,3.77,0.62,0.25,0.06,-116.702,33.4357,PerrisBlock,b-406,12.82,113.85,68,0.07,5.09,44.62,26.95,126.86,133,197.39,17.19,179.9,14.37,4.1,6.13,1409.34,28.13,50.71,6.31,25.99,5.96,1.55,5.01,0.95,4.74,0.8,2.41,0.28,1.86,5.55,1.13,0.76,11.02,2.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B407,71.3,14.9,2.34,0.51,2.53,3.56,2.92,0.32,0.14,0.04,-116.601,33.4864,PerrisBlock,b-407,5.71,8.24,4.25,0.06,2.65,1.64,1.8,66.91,102,367.97,11.1,197.13,9.89,2.65,3.85,1618.04,36.14,70.63,8.07,33.95,6.32,1.34,4.73,0.57,3.45,0.49,1.6,0.26,1.32,6.53,0.98,0.4,14.95,2.54
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B408,62.9,16.8,4.96,2.2,5.53,3.42,1.7,0.77,0.18,0.07,-116.701,33.4032,PerrisBlock,b-408,10.45,94.22,23.63,0.09,12.96,4.06,8.06,94.79,85.5,413.75,11.05,281.45,5.08,1.34,4.56,726.61,12.23,26.16,3.33,16.06,3.96,1.23,3.53,0.57,2.54,0.64,1.57,0.18,1.57,8.84,0.4,0.43,5.64,2.23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B409,64.2,17,4.55,1.72,4.98,3.67,1.94,0.68,0.17,0.07,-116.7338,33.3716,PerrisBlock,b-409,8.37,66.02,15.56,0.08,9.3,2.44,3.22,75.19,69.8,413.3,10.72,97.83,5.82,2.25,3.68,631.67,13.24,26.16,3.21,15.02,3.44,1.14,3.28,0.61,2.46,0.53,1.32,0.18,1.18,2.96,0.76,0.28,9.68,2.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B410,64.8,16.1,4.26,2.04,4.81,3.27,2.38,0.51,0.13,0.07,-116.7696,33.3407,PerrisBlock,b-410,13.41,82.07,52.85,0.09,12.11,10.33,6.05,55.72,66,308.33,12.3,96.88,5.17,1.37,2.78,825.12,15.11,29.57,3.58,15.68,4,1.28,3.07,0.45,2.99,0.63,2.05,0.41,1.95,3.27,0.52,0.4,7.27,1.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B411,57.8,16.8,5.31,5.54,9.14,2.39,0.79,0.51,0.11,0.08,-116.8035,33.3127,PerrisBlock,b-411,23.44,119.22,427.2,0.1,26.22,46.8,16.27,46.62,22.7,376.95,9.26,59.5,2.74,2.61,0.87,259.51,10.35,20.89,2.75,11.41,2.79,0.87,2.29,0.39,2.29,0.42,1.41,0.19,1.24,2.07,0.31,0.11,5.15,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B412,57.4,18,7.27,3.48,6.88,3.44,1.15,0.86,0.17,0.11,-116.8368,33.2818,PerrisBlock,b-412,17.99,141.98,44.85,0.15,19.94,7.18,12.89,74.74,29.2,355.51,18.27,77.21,4.59,2.43,1.91,365.77,10.15,24.55,3.46,16.09,4.42,1.29,4.04,0.71,3.9,0.76,2.15,0.27,2.08,2.33,0.41,0.26,2.65,1.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B413,64.7,15.8,5.16,1.96,4.35,3.17,2.45,0.64,0.16,0.08,-116.7634,33.2851,PerrisBlock,b-413,12.62,90.89,25.75,0.11,12.89,4.52,3.85,71.57,87.8,292.81,18.94,97.52,9.19,4.63,3.72,878.9,35.73,88.14,8.45,32.34,7.11,1.39,5.24,0.76,5.07,1.09,2.92,0.54,3.13,4.22,1.04,0.28,30.14,3.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B414,42.5,20.4,12.5,6.59,12,2.02,0.22,2.06,0.07,0.13,-116.7328,33.3111,PerrisBlock,b-414,46.48,479.91,4.01,0.18,51.34,2.65,31.38,87.52,6,427.84,19.13,31.05,1.94,1.57,0.78,85.06,2.58,6.97,1.45,8.3,3.23,1.34,3.8,0.68,4,0.83,2.24,0.32,2.06,1.24,0.07,0.17,0.27,0.48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
